"DATA_YEAR","SUSPECTED_DRUG_TYPE_ID","PROPERTY_ID","EST_DRUG_QTY","DRUG_MEASURE_TYPE_ID","NIBRS_SUSPECTED_DRUG_ID"
2019,2,116189712,1,9,11457476
2019,12,116184806,3,9,11442538
2019,17,116189716,1,9,11457479
2019,5,116189716,34.5,1,11457478
2019,12,116153348,0.14,1,11426626
2019,5,116149019,1.37,1,11435510
2019,5,116153352,1,9,11426627
2019,5,116156066,1,1,11435512
2019,3,116156066,2,9,11435511
2019,17,116153353,1,9,11426629
2019,16,116153353,1,9,11426628
2019,5,116156079,1.23,1,11431173
2019,5,116153366,1,9,11426630
2019,5,116153380,10,1,11426634
2019,17,116153384,1,9,11426635
2019,5,116153386,1,9,11426636
2019,17,116153398,1.18,1,11426638
2019,12,116156102,0.16,1,11431181
2019,5,116153402,1,9,11426640
2019,17,116153402,1,9,11426641
2019,17,116153408,0.33,1,11426642
2019,5,116156134,24,9,11431187
2019,16,116153434,35,9,11426647
2019,5,116153436,28,1,11426648
2019,12,116153439,1,9,11426650
2019,4,116153439,1,9,11426649
2019,12,116152924,4.63,1,11426570
2019,5,116155770,1.5,1,11426572
2019,12,116155770,0.2,1,11431132
2019,5,117413896,7,1,11769025
2019,5,117413896,1,9,11769024
2019,5,117413899,1,11,11760022
2019,5,117414033,1,9,11769047
2019,5,115744271,1,9,11285770
2019,16,115744312,4,9,11289752
2019,12,115744312,1,9,11285781
2019,8,115744411,1,9,11289767
2019,5,115744411,1,9,11285804
2019,5,117413933,2.9,1,11763950
2019,12,117414144,3,9,11764004
2019,5,117421939,1,9,11769065
2019,4,117414161,1,9,11764007
2019,4,117414056,1.78,1,11763975
2019,5,117414098,1,1,11763993
2019,5,117421961,0.83,1,11769071
2019,5,117421964,2.46,1,11769072
2019,12,117421924,0.5,1,11769059
2019,12,117414192,1.32,1,11764017
2019,17,117414192,3,9,11764018
2019,12,117422017,1,1,11760077
2019,16,117422046,11,9,11769089
2019,12,117422046,2,1,11769088
2019,12,117414230,1,9,11764030
2019,5,117414230,1,9,11764029
2019,8,117414232,1,9,11764031
2019,5,117414245,6,9,11764035
2019,8,117414248,1,9,11764036
2019,8,117414253,16,9,11764038
2019,5,117414253,2,9,11764037
2019,16,117414258,2.88,1,11764039
2019,5,117414264,1,1,11764040
2019,8,117414266,2,9,11760097
2019,5,117414266,1,9,11760096
2019,5,121584640,1,9,13108334
2019,8,121584640,8,9,13108335
2019,16,121580009,8,9,13119181
2019,5,121580009,201,1,13108372
2019,5,115738352,1,9,11285774
2019,5,115743799,1,9,11296773
2019,5,115743809,1,9,11285784
2019,5,115738475,1,1,11296789
2019,4,115744393,1,1,11285802
2019,8,120936397,3,9,12947613
2019,12,120928203,3,9,12942690
2019,17,120936433,1,9,12947625
2019,4,120936433,1,9,12937144
2019,5,120932572,1,1,12937149
2019,8,120936457,3,9,12947626
2019,5,120509872,1,11,12852533
2019,8,120509904,1,9,12852538
2019,9,120509905,1,9,12852539
2019,5,120514815,1,11,12857532
2019,5,120509937,66.9,1,12852541
2019,12,120509943,0.9,1,12852543
2019,5,120509943,11.6,1,12852542
2019,8,120509952,1,9,12852545
2019,18,120509952,,,12852546
2019,4,120509952,1,9,12852544
2019,5,120509963,1,9,12852548
2019,8,120509965,2,9,12852549
2019,16,120509967,22,9,12852550
2019,5,120509969,2,9,12852551
2019,12,120509976,1.5,1,12852552
2019,4,120509981,1,1,12852553
2019,5,120509999,2,9,12852555
2019,4,120510005,1,9,12852556
2019,16,120510005,1,9,12852558
2019,12,120510005,1,9,12852557
2019,5,120510023,5,1,12852560
2019,5,120510034,11.5,1,12852562
2019,5,120509098,28,1,12838289
2019,5,120510043,21.6,9,12838290
2019,12,120510105,0.75,1,12852565
2019,5,120510116,4.25,1,12852568
2019,5,120510117,10,1,12852569
2019,8,120510122,1,9,12852571
2019,12,119239751,0.1,1,12364728
2019,5,119234815,0.3,1,12382494
2019,12,119234815,1,9,12382495
2019,12,119172910,11,1,12337841
2019,16,119172910,173,9,12337842
2019,8,119172910,7,9,12337840
2019,12,119239780,2.5,9,12364729
2019,16,119172950,1,9,12337851
2019,4,119172950,1,1,12337849
2019,12,119172950,1,1,12337850
2019,5,119239796,2,9,12364740
2019,8,119173065,1,9,12337877
2019,5,119239830,1,1,12364751
2019,5,119239832,2,9,12364752
2019,8,119239832,1,9,12364753
2019,17,119239833,1,9,12364754
2019,8,119173098,1,5,12364756
2019,12,119239875,1,9,12364763
2019,15,119239875,3.5,9,12364764
2019,4,119239875,1,9,12364762
2019,11,119239876,1,2,12364765
2019,8,119239882,1,9,12364766
2019,17,119239882,1,9,12364767
2019,5,119239902,1,9,12364768
2019,4,119239906,1,9,12364769
2019,17,119239906,1,9,12382563
2019,12,119239906,1,9,12364770
2019,5,119239907,1,9,12364771
2019,12,119239909,1,9,12364773
2019,5,119239909,3,9,12364772
2019,12,119239913,0.5,1,12364774
2019,5,119239949,1,9,12364777
2019,5,119240002,1,9,12364782
2019,17,119240026,1,9,12364783
2019,4,119240036,1,9,12364785
2019,5,119240073,2,9,12364789
2019,12,119240081,2,9,12364790
2019,4,119240082,1,9,12364791
2019,12,119240109,1,9,12364796
2019,8,119240158,1,9,12364808
2019,12,119240185,1,9,12364811
2019,5,119240185,2,9,12364810
2019,5,120936247,4,1,12947574
2019,8,120936247,1,9,12947575
2019,12,120936271,20,1,12947577
2019,4,120936271,3.5,1,12947576
2019,12,120936273,0.3,1,12947578
2019,5,120936284,0.9,1,12947583
2019,12,120936183,10,1,12947566
2019,4,120932461,4,9,12937122
2019,5,120936428,1,7,12947623
2019,17,120936458,3,9,12947628
2019,8,120936458,9,9,12947627
2019,4,120936459,2,9,12947629
2019,12,120936477,1,9,12947635
2019,18,120936477,,,12947636
2019,4,120936477,1,9,12947634
2019,5,120936506,200,1,12947639
2019,17,120936508,303,9,12947641
2019,5,120936508,2,9,12947640
2019,17,120936520,5,9,12947643
2019,5,120936527,1,9,12947647
2019,17,120936527,1,9,12947648
2019,5,120936543,1,9,12947650
2019,8,120936545,1,9,12947651
2019,8,120936551,1,9,12947652
2019,5,120936554,1,9,12947653
2019,5,120936555,1,9,12947654
2019,8,120936556,3,9,12947655
2019,8,120936557,1.5,1,12937194
2019,5,120936568,1,1,12947656
2019,8,120936467,1,9,12947631
2019,5,120936467,2,9,12937152
2019,5,120936429,1,9,12947624
2019,8,120936490,1,9,12947637
2019,5,115744258,1,9,11285768
2019,5,115743853,1,1,11296783
2019,8,115743895,2,9,11296794
2019,5,115743895,1,9,11296793
2019,5,115738412,1,9,11285791
2019,5,115743842,2,9,11285795
2019,12,117796494,1,1,11841899
2019,5,115738011,0.7,1,11285653
2019,5,115743457,1.2,1,11296691
2019,12,115743885,5,1,11296787
2019,5,115738496,1,9,11289765
2019,15,115743438,9,9,11296688
2019,5,115743438,0.34,1,11289668
2019,5,115743740,1,9,11296769
2019,5,115738359,2,9,11285777
2019,5,115743462,1.1,1,11289669
2019,5,119172928,1,9,12337844
2019,5,119234858,0.1,1,12382497
2019,12,120932303,1.67,1,12937093
2019,4,120932262,1.2,9,12937088
2019,12,120932262,1,1,12937089
2019,17,120932286,1,9,12937092
2019,7,120936276,1,9,12947579
2019,5,120932319,1.1,1,12937094
2019,5,120932330,1,9,12937096
2019,12,120932352,0.15,1,12937098
2019,5,120932352,1,1,12937097
2019,11,120932456,17,9,12937121
2019,2,120932456,8,1,12937120
2019,4,120514810,27.4,1,12838273
2019,5,120509912,1,9,12857533
2019,5,120932467,2,7,12937126
2019,5,120932506,1.6,1,12937135
2019,5,120932536,4,1,12937142
2019,5,120932544,1,1,12947622
2019,4,120932569,2,1,12937146
2019,12,120932569,2,1,12937147
2019,5,120932590,1,9,12937150
2019,4,120932593,1,9,12937154
2019,8,120936473,1,9,12947633
2019,5,120932603,1,7,12937155
2019,12,120932613,1,9,12937162
2019,8,120932613,1,9,12937161
2019,16,120932613,1,9,12937163
2019,8,120932615,1,9,12937164
2019,5,120932619,28.5,1,12937168
2019,5,120932622,4,1,12937169
2019,12,120932632,2,9,12937172
2019,8,120932632,3,9,12937171
2019,5,120932632,1,9,12937170
2019,5,120932633,1,9,12937173
2019,8,120932633,5,9,12937174
2019,3,120932647,2,9,12937177
2019,5,120932648,4,9,12937178
2019,4,120932661,1,9,12937182
2019,12,120932680,1,9,12937189
2019,2,120932680,1,9,12937188
2019,8,120932687,1,5,12937192
2019,8,120932695,1,5,12937193
2019,16,120932702,2,9,12937195
2019,5,120932704,1,9,12937196
2019,9,120932724,3,9,12937200
2019,18,120932724,,,12937201
2019,8,120932724,4,9,12937199
2019,5,120932726,1,9,12937202
2019,12,120932793,1,9,12937209
2019,5,120932794,1,9,12937210
2019,8,120932806,50,9,12937212
2019,8,120932833,1,9,12937214
2019,8,120932837,5,9,12937215
2019,8,120932840,1,9,12937216
2019,5,120932845,1,9,12937217
2019,5,120932884,2,1,12937223
2019,5,120932901,1,1,12937225
2019,8,120932903,3,9,12937226
2019,17,120932979,1,9,12937237
2019,4,120932979,1,9,12937235
2019,8,120932979,2,9,12937236
2019,5,120933021,1,9,12937245
2019,5,120933024,1,9,12937246
2019,12,120933028,1,9,12937248
2019,8,120933028,2,9,12937247
2019,12,120933047,2,9,12937250
2019,8,120933049,1,9,12937251
2019,5,120933056,1,9,12937252
2019,5,120933058,1,9,12937253
2019,5,120933072,2,9,12937255
2019,5,120933088,34,1,12937257
2019,2,120933125,1,9,12937260
2019,5,120933125,3,9,12937261
2019,18,120933125,,,12937262
2019,5,120933128,1,9,12937264
2019,8,120933139,1,9,12937266
2019,18,120933157,,,12937269
2019,5,120933157,29,1,12937268
2019,4,120933157,3,9,12937267
2019,4,120933163,1,9,12937270
2019,5,120933178,28,1,12937272
2019,4,120933180,2,9,12937273
2019,2,120933182,1,1,12937274
2019,8,120933183,6,9,12937276
2019,5,120933183,1,9,12937275
2019,12,120933184,1,9,12937277
2019,17,120933184,1,9,12937278
2019,12,120932222,1,11,12937080
2019,5,120936184,1.2,1,12947568
2019,2,120936184,0.8,1,12947567
2019,5,120932309,1,11,12947581
2019,12,120932324,0.5,1,12937095
2019,8,120932416,1,9,12937111
2019,5,120932240,1,9,12937084
2019,10,120932240,2,9,12937085
2019,17,120932240,4,9,12937086
2019,12,120932274,0.2,1,12937090
2019,2,120932398,5,1,12937106
2019,5,120932398,55.7,9,12937107
2019,4,120932403,1,9,12937109
2019,5,120936377,1,9,12947602
2019,12,120936377,4,9,12947603
2019,17,120932476,1,9,12937130
2019,4,120932476,1,9,12937129
2019,5,120936404,1,9,12947614
2019,12,120932400,1,1,12937108
2019,5,120932429,1,9,12937113
2019,4,120932447,1,9,12937116
2019,12,120932447,1,9,12937117
2019,16,120932447,20,9,12937118
2019,12,120936348,0.7,1,12947593
2019,5,120932233,0.6,1,12937082
2019,5,120932244,0.5,1,12937087
2019,5,120936195,3.5,1,12947569
2019,12,120932227,0.3,1,12937081
2019,8,120932464,1,9,12937125
2019,8,120932514,1,9,12947616
2019,2,120932514,1,9,12947615
2019,5,120932527,1,9,12937141
2019,4,120932527,1,9,12937140
2019,8,120932537,1,9,12937143
2019,12,120932553,7.4,1,12937145
2019,5,120928213,1,9,12942692
2019,16,120936468,1,9,12947632
2019,8,120932612,1,9,12937160
2019,8,120936494,2,9,12947638
2019,5,120932636,1,9,12937176
2019,8,120932652,1,9,12937180
2019,5,120932654,1,9,12937181
2019,5,120936534,1,9,12947649
2019,8,120932674,1,9,12937187
2019,8,120936446,1,9,12937148
2019,8,120936460,8,9,12947630
2019,17,119239729,1,11,12364726
2019,5,119239729,1,11,12364725
2019,5,119172860,1.4,1,12382487
2019,12,116194653,3.2,1,11447497
2019,5,116194655,6,1,11447499
2019,12,116194800,12.97,1,11447508
2019,5,116184828,1,9,11442539
2019,16,116194904,0.16,1,11447514
2019,17,116194905,1,9,11447515
2019,5,116189742,1,9,11442542
2019,8,116189742,2,9,11457482
2019,5,116194910,1,9,11447516
2019,16,116194921,2.98,1,11447518
2019,5,116194928,169,1,11447519
2019,5,116194930,4.71,1,11447520
2019,5,116189764,1,9,11457487
2019,5,116194933,1,9,11447521
2019,5,116194938,3.65,1,11457488
2019,5,116189774,1,1,11457490
2019,17,116194949,0.2,1,11447522
2019,5,116189778,0.9,1,11442548
2019,5,116194961,1,9,11457493
2019,5,116194963,1,3,11447523
2019,5,116194965,1.16,1,11447524
2019,8,116194969,4,9,11447525
2019,4,116194972,0.1,1,11447526
2019,5,116194988,1,9,11447527
2019,12,116195003,1,1,11447528
2019,8,116195004,1,9,11447529
2019,5,116195005,6.61,1,11447530
2019,17,116195027,1,1,11457513
2019,2,116195027,1,1,11457511
2019,5,116195027,4,1,11457512
2019,12,116195041,0.43,1,11447533
2019,8,116195055,1,9,11447534
2019,5,116195062,0.6,1,11447535
2019,5,116195071,5,9,11447538
2019,12,116195074,1,1,11447539
2019,5,116195076,500,1,11447540
2019,4,116195082,2.19,1,11447541
2019,12,116195082,1.13,1,11447542
2019,5,116195088,1,9,11447543
2019,8,116195088,4,9,11447544
2019,12,116189932,61.25,1,11457521
2019,12,116195095,0.43,1,11457522
2019,5,116195100,1,9,11447546
2019,8,116195101,1.1,1,11447547
2019,8,116195118,1,9,11447550
2019,16,116195133,2,9,11447552
2019,12,116189977,0.4,1,11457530
2019,18,116189977,,,11457532
2019,17,116189977,2.73,1,11457531
2019,5,116195138,1.24,1,11447553
2019,5,116195143,5.7,1,11447554
2019,5,116195147,6.9,1,11447555
2019,12,116195148,3.11,1,11447557
2019,4,116195148,0.86,1,11447556
2019,17,116195148,4,9,11447558
2019,8,116195159,25,9,11447559
2019,5,116190016,1,9,11457540
2019,16,116190016,1,9,11457541
2019,8,116195176,1,9,11447562
2019,18,116195176,,,11447563
2019,4,116195176,1,9,11447561
2019,8,116195187,2,9,11447566
2019,5,116195241,1,9,11447570
2019,8,116195242,4,9,11447571
2019,12,116195249,1,9,11447573
2019,5,116195253,1,9,11447574
2019,16,116195265,3,9,11447575
2019,11,116195287,1,9,11447582
2019,5,116195287,4,9,11447581
2019,5,116195289,2,9,11447583
2019,5,116195290,1,9,11447584
2019,8,116195327,1,9,11447586
2019,4,116195360,1,9,11447589
2019,12,116195360,1,9,11447590
2019,8,116195361,10,9,11447592
2019,5,116195361,4,9,11447591
2019,5,116195376,1,9,11447593
2019,5,116195411,1,9,11447599
2019,4,116195428,1,9,11447600
2019,12,116195428,1,9,11447601
2019,8,119173111,6,9,12337886
2019,17,119173139,1,9,12337896
2019,5,119173139,0.28,1,12337895
2019,5,119173154,1,9,12337899
2019,5,119173183,1,9,12337911
2019,4,119173188,28,1,12337913
2019,8,119235038,1,9,12382547
2019,5,119172988,12.1,1,12337860
2019,4,119173002,1,9,12337864
2019,5,119173002,8,1,12337865
2019,5,119173024,3.805,3,12337870
2019,16,119239816,7,9,12364746
2019,5,119239816,2,9,12364745
2019,5,119173041,1,9,12337873
2019,12,119239818,7.2,1,12364747
2019,18,119239818,,,12364749
2019,17,119239818,523,1,12364748
2019,16,119173089,3,9,12337880
2019,8,119173108,1,9,12337884
2019,8,119173110,1,1,12337885
2019,16,119173127,5,9,12337892
2019,12,119173127,1,9,12337891
2019,8,119173127,1,9,12337890
2019,12,119173157,1,9,12337902
2019,4,119173157,2,9,12337900
2019,5,119173157,1,9,12337901
2019,8,119173164,1,9,12337905
2019,5,119173174,1,9,12337906
2019,17,119172866,7,9,12337832
2019,5,119173145,1,1,12337897
2019,5,119173186,2.1,1,12337912
2019,5,119173253,2,1,12337918
2019,4,119173257,0.25,1,12337919
2019,12,119173257,1.75,1,12337920
2019,4,119234983,1,9,12382534
2019,4,119173007,1,9,12337866
2019,12,119173007,1,9,12337867
2019,12,119173023,1,9,12337868
2019,16,119173023,1,9,12337869
2019,5,119173027,3,1,12337871
2019,5,119235001,1,9,12337872
2019,5,116194654,1.5,1,11447498
2019,5,116194688,12.14,1,11457472
2019,16,116194648,1,11,11447496
2019,4,116194704,0.4,1,11447502
2019,12,116194779,1.5,1,11447506
2019,5,116184785,1.59,9,11442537
2019,5,119172870,0.3,1,12337834
2019,12,119172870,0.7,1,12337835
2019,4,119172870,1.8,9,12337833
2019,12,119172895,0.5,1,12337836
2019,5,119172904,5,1,12337837
2019,12,119172907,11.7,1,12337838
2019,5,119172909,24.5,1,12337839
2019,12,119172917,0.7,1,12337843
2019,5,119173101,1,9,12337881
2019,5,119239849,10,1,12337903
2019,8,119239849,16,9,12337904
2019,8,119173175,1,9,12337908
2019,5,119173175,1,9,12337907
2019,4,119173208,1,1,12337916
2019,5,119172861,4,1,12337831
2019,8,119172983,1,9,12337858
2019,4,120928206,1,9,12947620
2019,16,120928206,8,9,12947621
2019,8,120928210,1,9,12942691
2019,8,119172981,1,9,12337856
2019,5,119172996,1,9,12337862
2019,18,119172996,,,12337863
2019,4,119172996,1,9,12337861
2019,8,119239806,1,9,12364743
2019,12,119173045,1,1,12337876
2019,8,119173066,1,9,12337878
2019,5,119173129,1,9,12337893
2019,8,119173179,4,9,12337910
2019,5,119173179,1,9,12337909
2019,5,119173287,1,1,12337922
2019,17,119173287,1,9,12337923
2019,12,119239928,5.5,1,12364775
2019,8,119173317,5,9,12337925
2019,5,119173319,1,9,12337926
2019,5,119239938,1,9,12364776
2019,8,119173330,1,9,12337928
2019,5,119173330,5,9,12337927
2019,4,119173344,1,9,12337929
2019,5,119173344,5,9,12337930
2019,12,119173347,1,1,12337931
2019,4,119173391,1,9,12337933
2019,5,119173391,1,9,12337934
2019,12,116050417,9,1,11397379
2019,5,116050822,2,9,11397480
2019,12,116055447,1,9,11397489
2019,8,116055447,1,9,11397488
2019,5,116050931,2,9,11397498
2019,5,116055331,1,1,11402435
2019,8,116055247,1,9,11402417
2019,8,116050704,1,9,11397447
2019,4,116055317,1,9,11402432
2019,8,116055317,1,9,11402433
2019,4,116055406,2,9,11397477
2019,18,116055406,,,11397479
2019,12,116055406,1,9,11397478
2019,4,116055506,1,9,11397497
2019,12,116055033,2.3,1,11402378
2019,12,116055298,1,9,11402427
2019,8,116050750,1,9,11397456
2019,5,116050750,1,9,11397455
2019,5,116050818,1,9,11397476
2019,5,116050830,1,1,11397483
2019,8,116050689,10,9,11397444
2019,16,116050689,27,9,11397445
2019,8,116055336,8,5,11397458
2019,5,116050707,1,9,11397448
2019,5,116054975,1.6,1,11402370
2019,16,116055290,1,9,11402426
2019,12,116055521,1,9,11402467
2019,8,116055528,7,9,11402471
2019,5,116055528,3,1,11402470
2019,17,116055528,1,9,11402472
2019,5,116054979,3,1,11397373
2019,4,116055311,1,9,11397450
2019,16,116050767,1,9,11397466
2019,5,116055407,1,9,11402450
2019,5,116050828,1,9,11397482
2019,16,116050439,20,9,11402375
2019,8,116050672,1,9,11397441
2019,8,116055303,5,9,11402429
2019,12,116055339,1,9,11397460
2019,16,116055339,1,9,11402437
2019,8,116050817,1,9,11397475
2019,5,116050725,2,9,11402430
2019,5,116050735,1,9,11397451
2019,5,116050762,1,1,11397461
2019,8,116055328,1,5,11397453
2019,8,116055490,2,9,11402460
2019,5,116054974,0.3,1,11402369
2019,5,115738032,0.7,1,11289670
2019,5,115744295,1,9,11289748
2019,2,115744295,2,9,11296770
2019,4,115744391,1,1,11289764
2019,12,115744391,1,1,11285801
2019,4,116148564,1,9,11435450
2019,17,116148623,59,9,11435455
2019,5,116148678,2.5,1,11426575
2019,17,116148712,30,9,11435465
2019,5,116148712,1.43,1,11435464
2019,5,116155820,1,9,11431134
2019,17,116153097,0.47,1,11426580
2019,17,116148791,4.87,1,11435475
2019,12,116148844,0.76,1,11435484
2019,4,116153182,1,9,11426593
2019,12,116148864,1.14,1,11435488
2019,5,116148865,2.95,1,11435489
2019,5,116155877,2,9,11431139
2019,12,116148867,2.42,1,11435490
2019,5,116148881,0.28,1,11435491
2019,5,116155898,6.49,1,11431144
2019,5,116155902,4.6,1,11431145
2019,8,116148892,1,9,11435496
2019,5,116148892,2,9,11435495
2019,12,116155909,1,1,11431146
2019,5,116148911,0.59,1,11435497
2019,12,116148924,0.54,1,11435498
2019,12,116148944,1,7,11435499
2019,5,116155980,1,9,11431161
2019,12,116148986,0.43,1,11435500
2019,5,116148988,4.96,1,11435501
2019,5,116148992,0.22,1,11435502
2019,5,116153336,1,9,11426624
2019,5,116149009,2,9,11435503
2019,5,116149011,1,9,11435506
2019,12,116149012,0.57,1,11435508
2019,4,116149012,0.25,1,11435507
2019,2,116149013,1,9,11435509
2019,5,116149023,1,1,11435513
2019,17,116149023,1,1,11435514
2019,12,116149024,0.1,1,11435515
2019,17,116149027,1,9,11435516
2019,5,116149055,1.88,1,11435520
2019,8,116149104,2,9,11435528
2019,12,116149107,1.18,1,11435529
2019,5,116149108,1,9,11435530
2019,5,116149112,1,7,11435531
2019,12,116149115,1,9,11435533
2019,4,116149116,1,9,11435534
2019,8,116149116,2,9,11435536
2019,5,116149116,1,9,11435535
2019,4,116149136,6,9,11435537
2019,12,116149136,3,9,11435538
2019,15,116149153,2,9,11435541
2019,17,116149153,1,9,11435542
2019,8,116149153,3,9,11435540
2019,8,116149157,1,9,11435543
2019,5,116149181,2,9,11435544
2019,12,116149198,1,9,11435545
2019,12,116149204,1,1,11435548
2019,5,116149223,1,9,11435552
2019,5,116149228,1,7,11435553
2019,8,116149231,1,9,11435554
2019,8,116149239,2,9,11435556
2019,12,116149245,1,9,11435557
2019,8,116149259,1,9,11435559
2019,5,116149259,2,9,11435558
2019,5,116149267,3,1,11435561
2019,4,116149286,1,1,11435565
2019,17,116149286,1,9,11435567
2019,12,116149286,1,1,11435566
2019,12,116148687,0.6,5,11435461
2019,12,116148752,0.49,1,11435469
2019,5,116194811,2,9,11447510
2019,5,116189710,1,9,11457474
2019,12,116189710,3164,1,11457475
2019,5,116194836,1,9,11447511
2019,5,116189717,7.2,1,11457480
2019,17,116189730,10,9,11457481
2019,12,116189749,1,1,11457484
2019,12,116189750,1.1,1,11447517
2019,8,116189751,1,9,11442543
2019,5,116189752,1,9,11457485
2019,5,116189768,3.85,1,11457489
2019,8,116189780,1,9,11457491
2019,5,116189792,0.7,1,11457494
2019,2,116189801,1,9,11457495
2019,8,116184909,1,9,11442552
2019,5,116189808,5.2,1,11457496
2019,16,116189809,14,9,11457498
2019,4,116189809,0.88,1,11457497
2019,5,116189823,2,9,11457499
2019,5,116189826,1.65,1,11457500
2019,5,116189833,1,9,11457501
2019,5,116189834,3.5,1,11457502
2019,5,116189845,2.68,1,11457503
2019,8,116189846,10,9,11457505
2019,16,116189846,1,9,11457506
2019,5,116189846,1,9,11457504
2019,5,116195006,0.46,8,11447531
2019,5,116189847,0.64,1,11457507
2019,5,116189857,1,9,11457508
2019,5,116189862,1,9,11457509
2019,5,116189863,1.86,1,11457510
2019,5,116189883,2,9,11457514
2019,12,116189909,1,9,11457518
2019,5,116189930,1,9,11457520
2019,5,116189947,2.17,1,11457524
2019,4,116189954,0.39,1,11457525
2019,12,116189954,0.9,1,11457527
2019,5,116189954,0.14,1,11457526
2019,12,116195117,2.7,1,11447549
2019,5,116195117,38.43,1,11447548
2019,5,116195120,2,9,11447551
2019,5,116189975,1,9,11457529
2019,12,116190001,1.12,1,11457537
2019,5,116190006,1,9,11457538
2019,5,116190014,1.58,1,11457539
2019,5,116190029,2.57,1,11457542
2019,5,116190031,1.31,1,11457543
2019,8,116190032,5,9,11457544
2019,12,116190032,2,9,11457545
2019,5,116190033,1,7,11457546
2019,5,116190051,0.52,1,11457547
2019,12,116190058,0.13,1,11457548
2019,5,116190059,0.63,1,11457549
2019,17,116190060,1,1,11457550
2019,5,116190087,1,9,11457555
2019,5,116190103,1,9,11457556
2019,2,116190109,1,1,11457557
2019,5,116190114,1,1,11457558
2019,5,120319166,1,1,12800333
2019,12,120319166,1,1,12800334
2019,5,120285996,1,7,12792792
2019,12,120286004,2,9,12792796
2019,2,120286010,1,9,12792798
2019,12,120286020,1,9,12792800
2019,5,120286020,1,9,12792799
2019,12,120286025,1,1,12792801
2019,12,120286035,1,9,12792802
2019,5,120286056,1,9,12792805
2019,5,120286062,1,1,12792806
2019,5,120286090,1,9,12792813
2019,2,120286102,1,9,12792814
2019,8,120286118,1,9,12792818
2019,5,120286133,1,9,12792822
2019,5,120286152,3,9,12792826
2019,4,120286155,1,9,12792827
2019,12,120286155,1,9,12792828
2019,8,120286178,2,9,12792830
2019,8,120286186,2,9,12792832
2019,5,120286204,1,1,12792837
2019,11,120286247,1,9,12792839
2019,5,120286247,2,9,12792838
2019,5,120286266,1,9,12792843
2019,12,120286280,1,9,12792846
2019,5,120286281,2,9,12792847
2019,5,120286294,1,9,12792848
2019,15,120286313,1,9,12792854
2019,5,120286313,1,9,12792852
2019,12,120286313,1,9,12792853
2019,5,120286325,1,9,12792856
2019,8,120286325,1,9,12792857
2019,8,120286336,7,9,12792859
2019,4,120286364,1,9,12792864
2019,5,120286365,1,9,12792865
2019,5,120286382,1,1,12792867
2019,5,120286428,1,9,12792874
2019,8,120286428,1,9,12792875
2019,17,120286450,2,7,12792880
2019,7,120286450,1,1,12792879
2019,5,120286451,1,9,12792881
2019,5,121564185,11.1,1,13108266
2019,5,121579786,0.6,1,13119145
2019,12,121564561,0.3,8,13108314
2019,17,121579965,2,9,13108322
2019,5,121579979,2,1,13119171
2019,12,121584627,1,1,13108333
2019,5,121579983,1,1,13119172
2019,5,121584683,1,1,13108349
2019,4,121580002,1,9,13108352
2019,5,121579740,6.8,1,13119142
2019,5,121564225,0.5,1,13113999
2019,2,121578126,0.3,1,13114000
2019,5,121578126,5,1,13114001
2019,5,121579787,0.2,1,13119146
2019,5,121579812,0.5,1,13119149
2019,5,121578257,1,1,13114014
2019,8,121579999,1,9,13119177
2019,5,121578287,3,9,13108351
2019,8,121584838,1,7,13108397
2019,5,121584838,3,9,13108395
2019,4,121584857,1,9,13108403
2019,16,121578356,28,9,13114033
2019,8,121580032,1,9,13119186
2019,5,121580032,1,9,13108426
2019,5,121580036,4.9,1,13119188
2019,12,121584997,3,1,13108431
2019,12,121585033,1,9,13114036
2019,13,121585116,1,9,13108445
2019,5,121580056,1,9,13119195
2019,5,122856543,2,9,13384770
2019,5,122852277,0.7,1,13381465
2019,17,122856625,8,1,13384784
2019,5,122856635,2,9,13384786
2019,5,121580061,1,1,13119197
2019,5,122856715,7.34,1,13384795
2019,16,122852351,2,9,13381469
2019,4,121580066,2,9,13108459
2019,12,121580066,3,9,13108460
2019,8,121585174,6,1,13108462
2019,5,121580078,1.13,1,13119200
2019,16,121580078,2,7,13119201
2019,8,121578444,3,9,13114046
2019,12,121580083,0.42,1,13119202
2019,8,121580084,1,9,13119203
2019,5,121580100,2,9,13119205
2019,8,121580100,2,9,13119206
2019,5,122856745,3,9,13384800
2019,16,122856758,4,9,13384802
2019,12,122856758,0.34,1,13384801
2019,12,122856785,2.69,1,13384803
2019,4,122856828,1169,1,13384807
2019,12,121580143,1,9,13119213
2019,16,121580144,1,9,13119215
2019,8,122856828,1751,1,13384808
2019,5,122856935,1,9,13384819
2019,8,122856999,4,9,13384829
2019,17,121580169,2,9,13119219
2019,8,121580169,1,9,13119218
2019,8,122857064,1,9,13384836
2019,17,121580185,2.3,1,13119220
2019,4,121580188,17,5,13119221
2019,5,121580195,3.77,1,13119222
2019,12,121580196,0.66,1,13119223
2019,17,121585301,45.91,1,13108482
2019,5,121585301,156.82,1,13108481
2019,12,121580217,4.68,1,13119224
2019,12,121580226,0.36,1,13119225
2019,8,121580228,2,9,13119227
2019,5,121580228,1,1,13119226
2019,17,122852541,1,9,13381500
2019,8,122852541,1,9,13381499
2019,5,122857114,1,9,13384840
2019,8,122857114,1,9,13384841
2019,8,122857155,22,9,13384849
2019,4,122852577,1,9,13381507
2019,12,121579751,0.4,1,13108275
