"DATA_YEAR","VICTIM_ID","OFFENDER_ID","RELATIONSHIP_ID","NIBRS_VICTIM_OFFENDER_ID"
2019,131713783,136530107,21,41472936
2019,131713825,136509895,27,41480002
2019,131713852,136530210,24,41480014
2019,131713873,136509954,3,41472975
2019,131710250,136530247,24,41480032
2019,131710253,136530247,24,41480035
2019,131710252,136530247,24,41480034
2019,131713886,136530247,24,41472979
2019,131713903,136534981,21,41472984
2019,131710273,136534989,9,41480041
2019,131710392,136530391,18,41480089
2019,131713985,136535070,24,41473008
2019,131714011,136530426,24,41480099
2019,131714080,136530508,24,41473043
2019,131710523,136535166,17,41480131
2019,131710538,136530530,17,41480136
2019,131714145,136535216,24,41473068
2019,131714168,136530623,24,41473077
2019,131714168,136530622,24,41473076
2019,131714189,136530666,27,41473086
2019,131714193,136535257,16,41473088
2019,131714193,136535256,16,41480179
2019,131714198,136535261,18,41473090
2019,131714214,136530693,19,41473099
2019,131714225,136535285,24,41473104
2019,131714232,136535290,3,41473107
2019,131710710,136535309,3,41480196
2019,131714252,136530733,24,41480197
2019,131714252,136530734,24,41480198
2019,131714252,136530735,24,41473110
2019,131714263,136535323,24,41473114
2019,131714262,136535323,24,41473113
2019,131714283,136535332,9,41473120
2019,131714326,136530825,21,41473133
2019,131714334,136530834,3,41473135
2019,131714375,136535436,19,41473147
2019,131714383,136535440,1,41473150
2019,131714392,136535453,21,41473152
2019,131714393,136530894,18,41480255
2019,131710880,136530903,3,41480256
2019,131714401,136535458,9,41473158
2019,131714400,136535458,15,41473157
2019,131714411,136535467,3,41480264
2019,131710908,136530929,14,41480272
2019,131714431,136530931,16,41480274
2019,131710911,136530937,19,41480275
2019,131714444,136535486,24,41473170
2019,131710940,136530968,3,41480286
2019,131710948,136535507,1,41480291
2019,131714466,136535514,19,41473178
2019,131714476,136530991,27,41480296
2019,131714525,136535577,18,41473191
2019,131714571,136535621,24,41473199
2019,131711050,136531072,18,41480317
2019,131711063,136535664,18,41473212
2019,131711063,136535663,18,41473211
2019,131714609,136535669,24,41473215
2019,131714615,136535675,17,41480326
2019,131714621,136535679,18,41480327
2019,131714621,136535680,18,41473221
2019,131711087,136531109,18,41480331
2019,131711087,136531108,18,41480330
2019,131714657,136535717,18,41473230
2019,131714657,136535718,18,41473231
2019,131714658,136531118,1,41473232
2019,131714669,136531131,18,41473238
2019,131711109,136535734,16,41480337
2019,131714687,136535740,18,41473246
2019,131714694,136535748,24,41473252
2019,131714712,136535765,17,41473258
2019,131714732,136531165,3,41473282
2019,131714746,136535804,24,41473286
2019,131714757,136535816,24,41473292
2019,131711172,136531199,18,41480362
2019,131711172,136531200,18,41480363
2019,131714850,136535904,1,41473322
2019,131714851,136535904,1,41473323
2019,131714852,136535904,1,41473324
2019,131714855,136535906,24,41473325
2019,131714872,136535919,3,41473330
2019,131714878,136531244,18,41480374
2019,131714886,136535927,19,41473333
2019,131714908,136535951,24,41473339
2019,131714909,136535951,24,41473340
2019,131714918,136535959,27,41473344
2019,131714922,136535963,1,41473345
2019,131714956,136535996,1,41473355
2019,131714986,136536025,17,41480388
2019,131714987,136536029,1,41473362
2019,131714989,136536031,17,41473363
2019,131714992,136536033,3,41473364
2019,131715003,136536043,27,41473366
2019,131711279,136531329,3,41480397
2019,131715051,136531331,21,41473384
2019,131715056,136536092,24,41473387
2019,131715057,136536092,24,41473388
2019,131715106,136536140,3,41473398
2019,131715108,136531368,17,41473399
2019,131715107,136531368,17,41480413
2019,131715132,136531475,1,41480444
2019,131715144,136536173,24,41473406
2019,131715144,136536172,24,41473405
2019,131715143,136536172,24,41473403
2019,131715143,136536173,24,41473404
2019,131715146,136536175,3,41473407
2019,131715149,136536178,1,41473409
2019,131715149,136536177,1,41473408
2019,131715154,136536183,1,41473410
2019,131715156,136536184,14,41473412
2019,131715155,136536184,14,41473411
2019,131715159,136536186,9,41473414
2019,131715158,136536186,1,41473413
2019,131715163,136536191,24,41473415
2019,131715177,136536206,1,41473416
2019,131715180,136536209,21,41473417
2019,131715188,136536216,18,41473418
2019,131715203,136536232,18,41473419
2019,131713168,136529408,3,41472681
2019,131713382,136529648,1,41472770
2019,131713381,136529648,1,41472769
2019,131713397,136509457,4,41472778
2019,131713427,136509487,22,41472786
2019,131713438,136529701,21,41479786
2019,131713544,136509603,24,41472834
2019,131713583,136509638,18,41472843
2019,131713584,136509638,18,41472844
2019,131713588,136509643,24,41472845
2019,129969599,134790856,16,40713454
2019,129969610,134790862,17,40713459
2019,129973988,134797586,16,40713488
2019,129973993,134786642,19,40713506
2019,129969678,134786641,19,40713503
2019,129973993,134786641,25,40713505
2019,129969678,134786642,25,40713504
2019,129969690,134786656,24,40713515
2019,129974000,134786668,24,40704675
2019,129969724,134790891,14,40713536
2019,129974017,134786709,3,40713539
2019,129969745,134790896,9,40713543
2019,129974018,134790896,18,40713542
2019,129969744,134790896,9,40704685
2019,129974027,134790902,1,40704687
2019,129969827,134786800,3,40713575
2019,129969826,134786800,3,40713573
2019,129969827,134786801,3,40713576
2019,129969826,134786801,3,40713574
2019,129974055,134797614,18,40704694
2019,128618212,133400328,25,40173053
2019,128618211,133400327,25,40173049
2019,128618212,133394732,19,40173051
2019,128623362,133394732,25,40163033
2019,128618211,133400328,17,40173050
2019,128623362,133400328,19,40163036
2019,128618211,133394732,17,40173048
2019,128618212,133400327,5,40173052
2019,128623362,133400327,5,40163035
2019,128618267,133394775,16,40173074
2019,128613163,133394781,1,40176461
2019,128623394,133405298,24,40163060
2019,128623394,133394785,24,40163059
2019,128623410,133394792,25,40176476
2019,128613175,133394792,1,40163067
2019,128623409,133394792,21,40163065
2019,128623409,133394791,1,40176474
2019,128613175,133394791,25,40163066
2019,128623410,133394791,1,40176475
2019,128623414,133405312,24,40176477
2019,128623422,133405320,26,40163070
2019,128623433,133405325,5,40163078
2019,128613196,133405329,19,40176485
2019,128623440,133405337,24,40163082
2019,128623364,133394735,17,40163037
2019,128618217,133394744,9,40173058
2019,128623368,133394748,21,40163043
2019,128618266,133400383,11,40173073
2019,128623390,133405297,21,40163054
2019,128623391,133400386,24,40163055
2019,128623386,133394771,16,40176457
2019,128623385,133394770,16,40176456
2019,128623386,133394770,25,40173072
2019,128623385,133394771,25,40163048
2019,128623389,133405294,14,40163053
2019,128613168,133400391,9,40173078
2019,128613171,133405302,16,40176473
2019,128623408,133405310,16,40163064
2019,128613181,133394799,24,40176480
2019,128613182,133394799,25,40173089
2019,128613181,133394798,25,40176479
2019,128613182,133394798,24,40176481
2019,128623424,133400401,27,40163071
2019,128623431,133394809,24,40163077
2019,128623435,133405332,1,40163081
2019,128613200,133394818,16,40176486
2019,128618306,133400422,24,40176487
2019,128618323,133400436,5,40173103
2019,128623452,133405351,17,40163085
2019,128623460,133400455,17,40163086
2019,128613219,133405361,5,40176492
2019,128618351,133400465,24,40173109
2019,128618352,133400465,24,40173111
2019,128618352,133400464,24,40173110
2019,128618351,133400464,24,40163087
2019,128623467,133405367,19,40163088
2019,128623468,133405368,16,40163089
2019,128623469,133400481,17,40163090
2019,128623478,133405383,16,40163091
2019,128623488,133405394,11,40163092
2019,128623490,133405396,21,40163093
2019,128623491,133405397,5,40163094
2019,128623492,133405398,14,40163095
2019,128623493,133405399,24,40163096
2019,128623506,133405412,3,40163097
2019,128623509,133405414,18,40163098
2019,128623513,133405418,24,40163099
2019,128623517,133405421,16,40163101
2019,128623517,133405420,16,40163100
2019,128623518,133405422,5,40163102
2019,128623519,133405423,3,40163103
2019,128623524,133405428,18,40163104
2019,128623525,133405429,24,40163105
2019,128623528,133405431,16,40163107
2019,128623527,133405431,16,40163106
2019,128623530,133405433,21,40163108
2019,128623534,133405437,3,40163109
2019,128623537,133405440,24,40163110
2019,128623537,133405441,24,40163111
2019,128623539,133405443,24,40163112
2019,128623545,133405449,21,40163113
2019,128623548,133405452,24,40163114
2019,128618470,133400578,27,40173148
2019,128623555,133405461,1,40163115
2019,128623558,133405465,3,40163116
2019,128623569,133405477,24,40163117
2019,128618500,133400611,25,40173157
2019,128623577,133400610,20,40163119
2019,128623577,133400609,25,40173158
2019,128618500,133400609,3,40173155
2019,128623577,133400611,3,40163120
2019,128618500,133400610,16,40173156
2019,128623578,133405489,24,40163121
2019,128623584,133405495,3,40163122
2019,128623585,133405496,3,40163123
2019,128623587,133405499,18,40163124
2019,128623592,133405503,16,40163125
2019,128623595,133405506,9,40163126
2019,128623598,133405510,21,40163127
2019,128623600,133405513,3,40163128
2019,128623602,133405515,19,40163129
2019,128623602,133405516,19,40163130
2019,128623604,133405517,18,40163131
2019,128623610,133405524,1,40163133
2019,128623610,133405523,1,40163132
2019,128623611,133405525,24,40163134
2019,128623619,133405533,19,40163135
2019,128623620,133405534,27,40163136
2019,128623629,133405545,24,40163137
2019,128623635,133405549,24,40163140
2019,128623636,133405549,24,40163141
2019,128623634,133405549,24,40163139
2019,128623633,133405549,24,40163138
2019,128623656,133405569,19,40163144
2019,128623655,133405569,17,40163143
2019,128623660,133405573,27,40163145
2019,128623665,133405577,27,40163146
2019,128623682,133405594,26,40163147
2019,128623684,133405595,17,40163149
2019,128623683,133405595,17,40163148
2019,128623685,133405596,26,40163150
2019,128623694,133405605,24,40163151
2019,128623699,133405606,18,40163152
2019,128623702,133405609,20,40163153
2019,128623718,133405625,24,40163154
2019,128623722,133405628,21,40163155
2019,128623728,133405633,1,40163157
2019,128623727,133405633,9,40163156
2019,128623737,133405640,1,40163159
2019,128623736,133405640,1,40163158
2019,128623740,133405643,24,40163160
2019,128623741,133405644,16,40163161
2019,128623745,133405648,24,40163162
2019,128623754,133405655,3,40163163
2019,128623756,133405657,1,40163164
2019,128623760,133405661,17,40163165
2019,128623766,133405669,25,40163166
2019,128623766,133405672,1,40163169
2019,128623767,133405670,25,40163171
2019,128623767,133405672,1,40163173
2019,128623768,133405672,1,40163177
2019,128623768,133405671,25,40163176
2019,128623767,133405669,1,40163170
2019,128623766,133405670,1,40163167
2019,128623768,133405669,1,40163174
2019,128623766,133405671,1,40163168
2019,128623767,133405671,9,40163172
2019,128623768,133405670,9,40163175
2019,128623773,133405677,18,40163178
2019,128623775,133405679,24,40163179
2019,128623782,133405688,6,40163180
2019,128623785,133405691,18,40163182
2019,128623786,133405692,16,40163183
2019,128623797,133405701,17,40163184
2019,128623798,133405702,24,40163185
2019,128623802,133405706,9,40163186
2019,128623812,133405717,24,40163188
2019,128623812,133405716,24,40163187
2019,128623814,133405719,5,40163189
2019,128623817,133405722,21,40163190
2019,128623822,133405727,24,40163192
2019,128623821,133405727,24,40163191
2019,128623825,133405729,24,40163194
2019,128623825,133405730,24,40163195
2019,128623825,133405728,24,40163193
2019,128623831,133405736,9,40163196
2019,128623845,133405749,24,40163197
2019,128623855,133405758,3,40163198
2019,128623858,133405761,25,40163199
2019,128623859,133405761,1,40163201
2019,128623858,133405762,1,40163200
2019,128623859,133405762,25,40163202
2019,128623860,133405763,27,40163203
2019,128623879,133405784,17,40163204
2019,128623887,133405792,24,40163205
2019,128623901,133405805,27,40163206
2019,128623904,133405807,9,40163209
2019,128623903,133405807,25,40163207
2019,128623903,133405808,9,40163208
2019,128623904,133405808,25,40163210
2019,128623910,133405813,24,40163211
2019,128623913,133405815,17,40163212
2019,128623914,133405816,15,40163213
2019,128623915,133405817,3,40163214
2019,128623916,133405817,25,40163216
2019,128623915,133405818,25,40163215
2019,128623916,133405818,3,40163217
2019,128623918,133405820,3,40163218
2019,128623920,133405821,25,40163221
2019,128623920,133405822,19,40163222
2019,128623919,133405822,25,40163220
2019,128623919,133405821,19,40163219
2019,128623921,133405823,16,40163223
2019,128623922,133405824,21,40163224
2019,128623931,133405833,9,40163225
2019,128623933,133405833,16,40163226
2019,128623934,133405834,9,40163227
2019,128623935,133405835,18,40163228
2019,128623938,133405838,21,40163229
2019,128623942,133405842,5,40163230
2019,128623950,133405847,24,40163232
2019,128623957,133405854,24,40163233
2019,128623958,133405855,1,40163234
2019,128623982,133405878,21,40163235
2019,128623983,133405879,5,40163236
2019,128623984,133405880,21,40163237
2019,128623987,133405884,3,40163238
2019,128623988,133405885,21,40163239
2019,128623995,133405893,21,40163240
2019,128624000,133405899,24,40163241
2019,128624001,133405899,24,40163242
2019,128624004,133405903,24,40163244
2019,128624004,133405902,24,40163243
2019,128624010,133405909,3,40163245
2019,128624015,133405914,15,40163246
2019,128624021,133405919,16,40163247
2019,128624023,133405921,16,40163248
2019,128624024,133405922,3,40163249
2019,128624028,133405923,16,40163252
2019,128624026,133405923,24,40163250
2019,128624027,133405923,24,40163251
2019,128624029,133405923,16,40163253
2019,128624030,133405924,17,40163254
2019,128624033,133405927,21,40163255
2019,128624034,133405928,1,40163256
2019,128624035,133405928,1,40163257
2019,128624037,133405930,27,40163258
2019,128624041,133405933,15,40163259
2019,128624070,133405960,21,40163261
2019,128624087,133405976,18,40163262
2019,128624088,133405977,24,40163263
2019,128624090,133405978,24,40163265
2019,128624089,133405978,24,40163264
2019,128624092,133405980,24,40163266
2019,128624092,133405981,24,40163267
2019,128624098,133405986,22,40163269
2019,128624097,133405986,19,40163268
2019,128624104,133405991,15,40163277
2019,128624103,133405990,15,40163273
2019,128624103,133405991,25,40163274
2019,128624103,133405992,15,40163275
2019,128624104,133405992,15,40163278
2019,128624102,133405992,25,40163272
2019,128624102,133405990,15,40163270
2019,128624104,133405990,25,40163276
2019,128624102,133405991,15,40163271
2019,128624106,133405994,19,40163279
2019,128624109,133405998,16,40163280
2019,128624112,133406001,5,40163281
2019,128624119,133406008,24,40163282
2019,128624119,133406011,24,40163285
2019,128624119,133406009,24,40163283
2019,128624119,133406010,24,40163284
2019,128624121,133406012,24,40163286
2019,128624124,133406013,24,40163288
2019,128624123,133406013,24,40163287
2019,128624135,133406024,24,40163290
2019,128624136,133406025,26,40163291
2019,128624138,133406027,3,40163292
2019,128623358,133405265,21,40176436
2019,128623367,133394747,24,40163042
2019,128623371,133400345,21,40176448
2019,128623376,133405283,24,40163044
2019,128623380,133405287,3,40163045
2019,128623382,133400371,5,40163046
2019,128623383,133400380,16,40163047
2019,128623387,133405292,1,40163051
2019,128623401,133394790,24,40163062
2019,128623418,133405315,24,40163069
2019,127363480,131990498,1,39672906
2019,127363480,131990497,1,39672905
2019,127358343,131967913,1,39691450
2019,127358344,131967913,1,39691451
2019,127363491,131990507,5,39672912
2019,127353153,131990509,3,39686404
2019,127353154,131990509,16,39686405
2019,126052956,129548361,25,39163149
2019,126052956,129548360,3,39163148
2019,126052957,129548360,25,39163150
2019,126052957,129548361,3,39163151
2019,126047282,129543212,3,39168131
2019,126047283,129543213,1,39168132
2019,126053011,129551135,19,39163176
2019,126053018,129551137,21,39163181
2019,126047293,129551140,3,39168139
2019,126048467,129548394,17,39171940
2019,126048475,129551158,21,39163190
2019,126047305,129543248,24,39168147
2019,126053067,129543254,24,39163202
2019,126047321,129543261,1,39168153
2019,126048495,129543263,9,39171953
2019,126053073,129551187,16,39163206
2019,126048505,129543279,3,39168163
2019,126047298,129548400,25,39163195
2019,126047298,129548401,19,39168140
2019,126053041,129548400,19,39163193
2019,126053041,129548401,25,39163194
2019,126048488,129548415,24,39171948
2019,126047311,129543256,27,39168149
2019,126047316,129543259,24,39163204
2019,126047332,129551192,24,39168159
2019,126047330,129551192,24,39168158
2019,126053085,129543286,3,39163215
2019,126047349,129543288,24,39168168
2019,126047348,129543288,24,39168167
2019,126047356,129551208,3,39168170
2019,126047360,129543296,15,39168173
2019,126047386,129543316,17,39171972
2019,126053113,129548458,18,39171977
2019,126047415,129543338,17,39168188
2019,126047417,129543341,16,39168189
2019,126047429,129543348,24,39168192
2019,126047439,129543356,1,39168194
2019,126047456,129543372,21,39168199
2019,126047466,129543385,21,39168203
2019,126047469,129543389,15,39168205
2019,126047471,129543392,19,39168206
2019,126047472,129543392,19,39168207
2019,126047476,129543397,18,39168208
2019,126047489,129543409,16,39168212
2019,126047493,129548494,16,39168216
2019,126047492,129548493,16,39168213
2019,126047492,129548494,25,39168214
2019,126047493,129548493,25,39168215
2019,126047499,129543417,1,39168219
2019,126047502,129543419,21,39168221
2019,126047504,129543421,16,39168222
2019,126047512,129543429,19,39168227
2019,126047516,129548504,9,39168229
2019,126047516,129548505,9,39168230
2019,126047531,129548513,18,39168235
2019,126048578,129548519,3,39171992
2019,126047547,129543463,11,39168239
2019,126047561,129543478,21,39168242
2019,126047571,129543486,24,39168246
2019,126048595,129543494,1,39171996
2019,126047586,129543509,27,39168251
2019,126047593,129543516,1,39168256
2019,126047605,129543525,24,39168263
2019,126047606,129543525,24,39168264
2019,126047608,129543527,21,39168267
2019,126047608,129543526,9,39168266
2019,126047617,129543539,18,39168270
2019,126047616,129543539,24,39168269
2019,126047637,129543559,17,39168277
2019,126047641,129543564,24,39168279
2019,126047643,129543565,26,39168280
2019,126047653,129543574,17,39168282
2019,126047665,129543586,1,39168291
2019,127363532,131990547,17,39672929
2019,127363538,131990553,17,39686435
2019,127353215,131985286,15,39686438
2019,127363544,131990558,24,39672930
2019,127363549,131968055,25,39672931
2019,127363549,131968056,14,39672932
2019,127358488,131968055,14,39691512
2019,127358488,131968056,25,39672933
2019,127358612,131968182,24,39691539
2019,127353326,131985388,9,39686467
2019,127363572,131985406,27,39672939
2019,127363582,131985424,24,39672940
2019,127363585,131985427,17,39672941
2019,127358646,131968216,24,39691546
2019,127358647,131968217,16,39691547
2019,127363587,131990603,16,39672942
2019,127363592,131990607,26,39672943
2019,127358654,131968219,16,39691552
2019,127363596,131968228,24,39672944
2019,127363598,131990610,1,39672947
2019,127363598,131990611,24,39672948
2019,127363597,131990610,1,39672945
2019,127363597,131990611,24,39672946
2019,127363604,131990621,1,39672951
2019,127363604,131990620,1,39672950
2019,127363607,131990624,18,39672952
2019,127363607,131990625,16,39672953
2019,127363609,131985467,17,39672954
2019,127353417,131985476,16,39686490
2019,127353421,131985480,3,39686492
2019,127353422,131985480,16,39686494
2019,127353421,131985481,16,39686493
2019,127353422,131985481,3,39686495
2019,127363620,131985509,5,39672956
2019,127363623,131985515,3,39672958
2019,127363627,131990645,5,39672962
2019,127353567,131985626,15,39686552
2019,127353567,131985625,21,39686551
2019,127363637,131985656,21,39672967
2019,127363637,131985657,25,39672968
2019,127363638,131985657,21,39672970
2019,127363638,131985656,25,39672969
2019,127363639,131990653,3,39672971
2019,127363648,131990663,26,39672973
2019,127363651,131990665,21,39672974
2019,127363653,131968299,16,39672975
2019,127363664,131990675,15,39672976
2019,127363689,131990695,24,39672980
2019,127363690,131990696,24,39672981
2019,127363691,131990696,24,39672982
2019,127363697,131990702,25,39672986
2019,127363696,131990702,19,39672984
2019,127363696,131990701,25,39672983
2019,127363697,131990701,19,39672985
2019,127363699,131990704,3,39672987
2019,127363718,131985719,17,39672995
2019,127363719,131990723,27,39672996
2019,127363720,131990724,16,39672997
2019,127363726,131990729,26,39672998
2019,127363728,131990732,24,39672999
2019,127363730,131990734,1,39673000
2019,127363732,131985743,27,39673001
2019,127363742,131985750,24,39673003
2019,127363742,131985749,24,39673002
2019,127363745,131990748,18,39673004
2019,127363746,131990748,18,39673005
2019,127363749,131990751,16,39673007
2019,127363750,131990752,3,39673008
2019,127363764,131990764,3,39673009
2019,127363766,131990766,5,39673011
2019,127363771,131990771,3,39673012
2019,127363782,131990782,18,39673014
2019,127363783,131990783,16,39673015
2019,127363785,131990785,1,39673016
2019,127363790,131990789,3,39673018
2019,127363791,131990790,21,39673019
2019,127363793,131990793,26,39673020
2019,127363803,131990803,1,39673021
2019,127363808,131990808,21,39673022
2019,127363809,131990809,21,39673025
2019,127363809,131990808,25,39673024
2019,127363808,131990809,25,39673023
2019,127363815,131990815,24,39673026
2019,127363828,131990827,9,39673028
2019,127363838,131990836,24,39673029
2019,127363859,131990855,17,39673030
2019,127363861,131990857,24,39673031
2019,127363862,131990858,1,39673032
2019,127363865,131990861,21,39673033
2019,127363866,131990862,3,39673034
2019,127363877,131990875,1,39673035
2019,127363881,131990878,21,39673036
2019,127363882,131990879,3,39673037
2019,127363889,131990885,13,39673041
2019,127363889,131990884,25,39673040
2019,127363888,131990884,13,39673038
2019,127363888,131990885,25,39673039
2019,127363890,131990886,14,39673042
2019,127363893,131990889,17,39673043
2019,127363898,131990892,19,39673046
2019,127363896,131990892,17,39673044
2019,127363897,131990892,19,39673045
2019,127363908,131990903,17,39673049
2019,127363910,131990904,18,39673051
2019,127363909,131990904,18,39673050
2019,127363921,131990913,24,39673052
2019,127363922,131990914,3,39673053
2019,127363946,131990938,24,39673055
2019,127363949,131990941,16,39673056
2019,127363953,131990946,9,39673058
2019,127363953,131990945,25,39673057
2019,127363954,131990945,9,39673059
2019,127363954,131990946,25,39673060
2019,127363965,131990957,16,39673061
2019,127363968,131990960,3,39673063
2019,127363975,131990965,19,39673064
2019,127363979,131990969,3,39673065
2019,127363981,131990971,17,39673066
2019,127364000,131990990,21,39673067
2019,127364004,131990994,3,39673069
2019,127364010,131991000,3,39673071
2019,127364017,131991006,21,39673072
2019,127364022,131991010,27,39673074
2019,127364025,131991013,3,39673075
2019,127364038,131991026,25,39673079
2019,127364037,131991025,25,39673076
2019,127364037,131991026,21,39673077
2019,127364038,131991025,21,39673078
2019,126047281,129543209,27,39168130
2019,126053001,129551128,27,39168134
2019,126053002,129551130,3,39163173
2019,126047299,129543238,14,39168141
2019,126047302,129551174,24,39168144
2019,126053071,129543264,24,39171954
2019,126047327,129543268,24,39168155
2019,126047352,129543290,17,39168169
2019,126047358,129543294,22,39168172
2019,126047357,129543294,19,39168171
2019,126047379,129543311,3,39168180
2019,127363487,131985203,1,39686399
2019,127353144,131990506,19,39672911
2019,127353144,131990505,19,39672910
2019,127363490,131990506,19,39672909
2019,127363490,131990505,19,39672908
2019,127363492,131990508,3,39691452
2019,127363495,131990513,24,39672915
2019,127363496,131990514,1,39672916
2019,127353178,131985248,20,39686416
2019,127363499,131990517,18,39672917
2019,127353181,131985251,27,39686421
2019,127363501,131990520,3,39672918
2019,127363506,131985273,3,39672919
2019,127363512,131990528,19,39672920
2019,127363516,131967996,16,39691492
2019,127363517,131990531,21,39672921
2019,127363518,131990531,16,39672922
2019,127363519,131990532,8,39672923
2019,127363525,131990540,1,39672926
2019,127363530,131990545,1,39672928
2019,126047271,129543200,5,39168127
2019,126047272,129551080,9,39168128
2019,126052949,129551081,19,39163145
2019,126047273,129551081,19,39163146
2019,126047566,129543482,26,39168243
2019,126047569,129543485,16,39168245
2019,126047573,129543489,18,39168248
2019,126047573,129543488,18,39168247
2019,126047584,129548535,21,39168249
2019,126047585,129548535,5,39168250
2019,126048600,129548537,11,39172000
2019,126048599,129548537,17,39171999
2019,126048602,129548540,25,39172002
2019,126047590,129548539,25,39168253
2019,126048602,129548539,15,39172001
2019,126047590,129548540,15,39168254
2019,126047592,129543515,17,39168255
2019,126047594,129543517,14,39168257
2019,126047600,129543522,3,39168258
2019,126047604,129543524,15,39168262
2019,126047603,129543524,15,39168261
2019,126047614,129543537,19,39168268
2019,126047630,129543552,21,39168274
2019,126047632,129543555,21,39168275
2019,126047638,129548556,5,39168278
2019,126047636,129548556,27,39168276
2019,126047654,129543575,9,39168283
2019,126047656,129548564,18,39168285
2019,126048631,129543582,19,39168288
2019,126047662,129543583,3,39168289
2019,126047663,129548569,24,39168290
2019,126047678,129543599,3,39168293
2019,126047682,129543605,3,39168294
2019,126048648,129548584,18,39172013
2019,126047691,129543616,23,39168297
2019,126047693,129543618,18,39168298
2019,126047696,129543620,17,39168299
2019,126047698,129548593,17,39168300
2019,126047701,129543624,3,39168302
2019,126047702,129548601,17,39168303
2019,126047715,129543637,24,39168306
2019,126047718,129543641,3,39168307
2019,126047723,129543646,24,39168308
2019,126047725,129543647,16,39168310
2019,126047724,129543647,17,39168309
2019,126047728,129543650,17,39168311
2019,126047729,129543650,17,39168312
2019,126047731,129543652,25,39168316
2019,126047730,129543651,1,39168313
2019,126047730,129543652,1,39168314
2019,126047731,129543651,1,39168315
2019,126047734,129543654,24,39168318
2019,126047733,129543654,24,39168317
2019,126047741,129543664,9,39168319
2019,126047755,129543676,1,39168323
2019,126047756,129543677,5,39168324
2019,126047757,129543677,5,39168325
2019,126048724,129548657,17,39172037
2019,126048724,129548656,17,39172036
2019,126047764,129543683,3,39168326
2019,126047765,129548661,3,39168327
2019,126048729,129548662,3,39172039
2019,126048732,129543686,19,39172041
2019,126047768,129548666,21,39168328
2019,126047771,129543689,1,39168329
2019,126047772,129543690,24,39168330
2019,126047780,129548677,1,39172045
2019,126047790,129543707,14,39168334
2019,126047791,129543708,15,39168335
2019,126047805,129543730,23,39168341
2019,126047807,129548702,16,39168342
2019,126047813,129543737,20,39168344
2019,126047812,129543737,20,39168343
2019,126047814,129548706,17,39168345
2019,126047815,129548709,24,39168346
2019,126047835,129543758,17,39168350
2019,126047841,129543765,1,39168352
2019,126047845,129543772,17,39168353
2019,126047864,129548762,3,39168361
2019,127358368,131967939,16,39691459
2019,127358373,131967946,5,39691465
2019,127358394,131985254,3,39691473
2019,127358394,131985255,3,39691474
2019,127358393,131985255,3,39691472
2019,127358393,131985254,3,39691471
2019,127358401,131967966,17,39691479
2019,127358405,131967969,1,39691481
2019,127358405,131967970,1,39691482
2019,127363523,131990538,17,39672925
2019,127363522,131990538,17,39672924
2019,127358436,131968001,17,39672927
2019,127358435,131968001,9,39691493
2019,127358449,131968017,3,39691495
2019,127358457,131968024,4,39691496
2019,127358458,131968025,1,39691497
2019,127358461,131968028,27,39691498
2019,127358462,131968028,27,39691499
2019,127358474,131968040,22,39691507
2019,127358485,131968053,21,39691511
2019,127358499,131968067,9,39691518
2019,127358541,131968110,17,39691525
2019,127358628,131968196,3,39691543
2019,127358632,131968199,3,39691544
2019,127358648,131990605,9,39691548
2019,127358649,131990605,19,39691549
2019,127363589,131990605,17,39691550
2019,127353373,131985437,17,39686481
2019,127353374,131985437,11,39686482
2019,127358651,131985442,27,39691551
2019,127358658,131968222,27,39691554
2019,127353393,131990615,16,39686484
2019,127358673,131968240,24,39691558
2019,127358673,131968241,24,39691559
2019,127353552,131985606,9,39686547
2019,127358710,131968265,9,39691566
2019,127358730,131990656,24,39691577
2019,127358756,131968314,24,39691583
2019,127358763,131968321,3,39691584
2019,127358764,131968322,9,39691585
2019,127358334,131985206,16,39686401
2019,127358330,131990500,14,39691445
2019,127358334,131985207,16,39691447
2019,127358334,131967903,27,39691446
2019,127358355,131967926,16,39691455
2019,127358372,131967943,3,39691463
2019,127358372,131967944,3,39691464
2019,127358371,131967944,3,39691462
2019,127358371,131967943,3,39691461
2019,127358385,131967954,21,39691468
2019,127358390,131967959,1,39691469
2019,127358392,131967960,14,39691470
2019,127358396,131985258,3,39686423
2019,127358400,131967965,4,39691478
2019,127358399,131967965,4,39691477
2019,127358398,131967965,4,39691476
2019,127358397,131967965,3,39691475
2019,127358403,131967968,21,39691480
2019,127358413,131967979,27,39691483
2019,127358413,131967980,27,39691484
2019,127358416,131967983,25,39691488
2019,127358415,131967983,3,39691486
2019,127358416,131967982,3,39691487
2019,127358415,131967982,25,39691485
2019,127358629,131990583,26,39672936
2019,127358633,131968200,16,39691545
2019,127358664,131968230,18,39691557
2019,127358887,131968437,25,39691631
2019,127358887,131968436,3,39691630
2019,127358888,131968436,25,39691632
2019,127358888,131968437,3,39691633
2019,127358890,131968439,26,39691634
2019,127358905,131968452,24,39691636
2019,127358928,131968470,9,39691645
2019,127358930,131968473,1,39691647
2019,127358931,131968473,1,39691649
2019,127358931,131968472,1,39691648
2019,127358930,131968472,1,39691646
2019,127358333,131985204,2,39686400
2019,127358338,131967909,9,39691448
2019,127358350,131967919,26,39691453
2019,127358512,131968084,1,39691519
2019,127358517,131990569,24,39691522
2019,127358517,131990568,24,39691521
2019,127358530,131985312,21,39691523
